,Unnamed: 0,gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,trauma,total_health,health_categorical,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
367,367,Female,18 - 30,1 - 2,2,4,3,2,5,No,16,1.0,Love On The Brain,Rihanna,0.637,0.509,0.0789,0.378,172.00599999999997,1.0800000000000003e-05,0.0717,81.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']"
368,368,Female,18 - 30,1 - 2,2,4,3,2,5,No,16,1.0,Party Favors,Tinashe,0.4920000000000001,0.654,0.14400000000000002,0.185,94.992,0.0006940000000000001,0.0307,55.0,"['dance pop', 'deep pop r&b', 'indie r&b', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']"
369,369,Female,18 - 30,0 - 1,1,1,4,0,4,Yes,10,0.0,Work from Home,Fifth Harmony,0.585,0.8029999999999999,0.0644,0.593,105.017,3.94e-06,0.103,82.0,"['dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
370,370,Female,18 - 30,0 - 1,1,1,4,0,4,Yes,10,0.0,Hello,Adele,0.451,0.481,0.0872,0.289,157.966,0.0,0.336,74.0,['pop']
371,371,Female,18 - 30,0 - 1,1,1,4,0,4,Yes,10,0.0,Cheap Thrills,Sia,0.698,0.628,0.0907,0.732,89.976,0.00143,0.0472,76.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
372,372,Male,18 - 30,2+,2,4,5,4,5,No,20,1.0,Libra,Intervals,0.929,0.312,0.578,0.443,170.017,0.8390000000000001,0.000465,47.0,"['djent', 'instrumental rock', 'jazz metal']"
373,373,Male,18 - 30,2+,2,4,5,4,5,No,20,1.0,Falling Apart,Papa Roach,0.942,0.528,0.344,0.421,110.058,0.0,8.26e-05,65.0,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock']"
374,374,Male,18 - 30,2+,2,4,5,4,5,No,20,1.0,Breath,Breaking Benjamin,0.8690000000000001,0.35100000000000003,0.0886,0.355,182.811,0.000206,0.00014,62.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
375,375,Female,18 - 30,1 - 2,3,3,2,4,4,No,16,1.0,Muddy Waters,LP,0.484,0.509,0.308,0.249,125.0,3.41e-06,0.394,63.0,['indie rock']
376,376,Female,18 - 30,1 - 2,3,3,2,4,4,No,16,1.0,Everybody Wants To Rule The World,Tears For Fears,0.8,0.638,0.113,0.569,112.055,0.005529999999999999,0.3720000000000001,82.0,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']"
377,377,Female,18 - 30,1 - 2,3,3,2,4,4,No,16,1.0,Yoga (Made Popular By Janelle Monae ft. Jidenna) [Karaoke Version],Party Tyme Karaoke,0.385,0.779,0.191,0.54,129.98,0.669,0.0697,0.0,['karaoke']
378,378,Male,18 - 30,2+,4,6,3,6,6,Yes,25,1.0,The Nights,Avicii,0.835,0.527,0.249,0.654,125.983,0.0,0.0166,80.0,"['big room', 'edm']"
379,379,Male,18 - 30,2+,4,6,3,6,6,Yes,25,1.0,Space Bound,Eminem,0.8859999999999999,0.6679999999999999,0.459,0.503,142.002,0.0,0.0417,69.0,"['detroit hip hop', 'hip hop', 'rap']"
380,380,Male,18 - 30,2+,4,6,3,6,6,Yes,25,1.0,Blue Ain't Your Color,Keith Urban,0.417,0.6859999999999999,0.0844,0.451,82.40700000000002,1.79e-06,0.606,72.0,"['australian country', 'contemporary country', 'country', 'country road']"
381,381,Male,18 - 30,1 - 2,2,5,4,3,3,No,17,1.0,"You're Gonna Go Far, Kid",The Offspring,0.917,0.55,0.197,0.601,126.115,0.0,0.00428,79.0,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
382,382,Male,18 - 30,1 - 2,2,5,4,3,3,No,17,1.0,Beverly Hills,Weezer,0.823,0.693,0.328,0.741,87.904,0.0,0.0932,71.0,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
383,383,Male,18 - 30,2+,3,3,3,3,3,Yes,15,0.0,Beautiful Freakshow (feat. Shevy Price),Dean Brody,0.649,0.578,0.113,0.18600000000000005,133.03,5.76e-05,0.0231,42.0,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
384,384,Male,18 - 30,2+,3,3,3,3,3,Yes,15,0.0,Unwell - Remastered Version,Matchbox Twenty,0.7929999999999999,0.442,0.328,0.4370000000000001,80.985,0.0,0.0456,63.0,"['neo mellow', 'pop rock', 'post-grunge']"
385,385,Male,18 - 30,2+,3,3,3,3,3,Yes,15,0.0,Ahead By A Century,The Tragically Hip,0.5579999999999999,0.759,0.102,0.366,126.783,0.00743,0.0271,41.0,"['canadian indie', 'canadian rock', 'deep new americana']"
386,386,Male,18 - 30,1 - 2,4,5,2,4,3,Yes,18,1.0,No Heart,21 Savage,0.444,0.906,0.173,0.6779999999999999,140.063,6.440000000000001e-05,0.136,75.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
387,387,Male,18 - 30,1 - 2,4,5,2,4,3,Yes,18,1.0,Pose,Rihanna,0.84,0.684,0.155,0.7440000000000001,145.905,0.000223,0.211,50.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
388,388,Female,18 - 30,2+,3,3,2,2,4,No,14,0.0,24K Magic,Bruno Mars,0.8029999999999999,0.818,0.153,0.632,106.97,0.0,0.034,78.0,"['dance pop', 'pop']"
389,389,Female,18 - 30,2+,3,3,2,2,4,No,14,0.0,Thinking Out Loud,Ed Sheeran,0.445,0.7809999999999999,0.184,0.591,78.998,0.0,0.474,86.0,['pop']
390,390,Female,18 - 30,2+,3,3,2,2,4,No,14,0.0,Ophelia,The Lumineers,0.573,0.664,0.0857,0.5660000000000001,76.023,0.000363,0.613,79.0,"['folk-pop', 'modern rock', 'pop', 'pop rock', 'stomp and holler']"
391,391,Female,17 & Under,1 - 2,3,4,5,3,3,No,18,1.0,Never Be Like You (feat. Kai),Flume,0.557,0.444,0.152,0.29600000000000004,115.058,0.0,0.453,71.0,"['australian alternative rock', 'australian dance', 'downtempo', 'edm', 'pop']"
392,392,Male,18 - 30,1 - 2,6,6,3,6,6,Yes,27,1.0,Maria Maria - Radio Mix,Santana,0.601,0.777,0.0348,0.68,97.911,0.00201,0.0406,70.0,"['blues-rock', 'classic rock', 'rock']"
393,393,Male,18 - 30,1 - 2,6,6,3,6,6,Yes,27,1.0,Caroline,Aminé,0.335,0.94,0.262,0.7070000000000001,120.04,0.0,0.17,76.0,"['hip hop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']"
394,394,Male,18 - 30,1 - 2,6,6,3,6,6,Yes,27,1.0,Black Beatles,Rae Sremmurd,0.632,0.794,0.128,0.355,145.92600000000004,0.0,0.142,79.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
395,395,Female,18 - 30,2+,5,3,6,4,2,No,20,1.0,Midnight Moon,Oh Wonder,0.48,0.685,0.133,0.657,142.972,0.00828,0.632,54.0,"['electropop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
396,396,Female,18 - 30,2+,5,3,6,4,2,No,20,1.0,Basement Party,MAX,0.954,0.773,0.0805,0.6859999999999999,112.031,0.0,0.0574,44.0,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
397,397,Female,18 - 30,2+,5,3,6,4,2,No,20,1.0,Don't Look Back,Ben Phipps,0.359,0.779,0.0883,0.133,114.009,0.0376,0.8059999999999999,39.0,[]
398,398,Female,18 - 30,2+,4,4,3,3,5,No,19,1.0,Glawio,Com Truise,0.608,0.603,0.255,0.14400000000000002,175.959,0.551,0.134,40.0,"['chillwave', 'future funk', 'indietronica', 'retro electro', 'vaporwave', 'wonky']"
399,399,Female,18 - 30,2+,4,4,3,3,5,No,19,1.0,Cherub Rock - Remastered 2011,The Smashing Pumpkins,0.867,0.382,0.196,0.453,87.309,0.581,5.91e-06,62.0,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
400,400,Female,18 - 30,2+,4,4,3,3,5,No,19,1.0,Get Dark,The Zolas,0.644,0.69,0.196,0.66,103.053,0.0,0.408,34.0,"['canadian indie', 'vancouver indie']"
401,401,Female,17 & Under,1 - 2,5,4,5,3,3,Yes,20,1.0,When We Were Young,Adele,0.594,0.381,0.0925,0.273,143.86,0.0,0.348,74.0,['pop']
402,402,Female,17 & Under,1 - 2,5,4,5,3,3,Yes,20,1.0,It Girl,Jason Derulo,0.718,0.6679999999999999,0.104,0.345,91.993,0.0,0.0165,71.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
403,403,Male,18 - 30,0 - 1,3,6,2,6,4,Yes,21,1.0,Swallowed up by the Ocean,Billy Talent,0.894,0.581,0.16899999999999998,0.183,112.052,0.0,0.00509,37.0,"['alternative metal', 'canadian punk', 'punk']"
404,404,Male,18 - 30,0 - 1,3,6,2,6,4,Yes,21,1.0,Lost In Hollywood,System Of A Down,0.797,0.295,0.125,0.107,150.30100000000004,0.000427,0.598,67.0,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
405,405,Male,18 - 30,0 - 1,3,6,2,6,4,Yes,21,1.0,Tighten Up,The Black Keys,0.711,0.517,0.568,0.5820000000000001,108.846,7.15e-06,0.000763,61.0,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']"
406,406,Male,18 - 30,2+,4,4,2,2,4,No,16,1.0,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
407,407,Male,18 - 30,2+,4,4,2,2,4,No,16,1.0,POWER,Kanye West,0.915,0.5429999999999999,0.7440000000000001,0.5770000000000001,153.998,0.0,0.0162,80.0,"['pop rap', 'rap']"
408,408,Male,18 - 30,2+,4,4,2,2,4,No,16,1.0,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.563,0.728,0.179,0.35200000000000004,100.017,0.0,0.621,72.0,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
409,409,Male,18 - 30,2+,5,6,5,5,6,Yes,27,1.0,Too Good,Drake,0.6409999999999999,0.82,0.102,0.395,117.974,5.07e-05,0.0662,77.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
410,410,Male,18 - 30,2+,5,6,5,5,6,Yes,27,1.0,Party Up (Up In Here),DMX,0.8340000000000001,0.736,0.407,0.234,100.979,0.0,0.077,55.0,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
411,411,Female,18 - 30,1 - 2,4,5,5,4,6,No,24,1.0,Fresh Eyes,Andy Grammer,0.495,0.825,0.145,0.8809999999999999,122.052,4.01e-05,0.581,64.0,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
412,412,Female,18 - 30,1 - 2,4,5,5,4,6,No,24,1.0,Vente Pa' Ca,Ricky Martin,0.92,0.6629999999999999,0.101,0.5329999999999999,99.935,1.6899999999999994e-05,0.0043100000000000005,77.0,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'tropical']"
413,413,Female,18 - 30,1 - 2,4,5,5,4,6,No,24,1.0,Would I Lie To You - Radio Edit,David Guetta,0.826,0.6709999999999999,0.631,0.774,123.986,0.0,0.00718,70.0,"['dance pop', 'edm', 'pop']"
414,414,Male,18 - 30,1 - 2,3,4,5,3,3,No,18,1.0,"I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,0.471,0.713,0.0308,0.7809999999999999,199.765,0.0,0.421,67.0,"['dance pop', 'dirty south rap', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']"
415,415,Male,18 - 30,1 - 2,3,4,5,3,3,No,18,1.0,One In A Million,Ne-Yo,0.794,0.763,0.327,0.65,99.999,2.86e-06,0.122,63.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
416,416,Male,18 - 30,1 - 2,3,4,5,3,3,No,18,1.0,I Want It That Way,Backstreet Boys,0.7020000000000001,0.6890000000000001,0.159,0.484,99.031,0.0,0.21600000000000005,80.0,"['boy band', 'dance pop', 'europop', 'pop']"
417,417,Female,18 - 30,2+,6,4,4,4,4,No,22,1.0,Broccolli,XENPÄI,0.309,0.775,0.109,0.483,112.027,0.0,0.28300000000000003,2.0,[]
418,418,Female,18 - 30,2+,6,4,4,4,4,No,22,1.0,Say It,Tory Lanez,0.529,0.546,0.124,0.247,107.331,6.5e-06,0.0862,75.0,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']"
419,419,Male,18 - 30,2+,3,4,5,4,6,Yes,22,1.0,PLAYING WITH FIRE,BLACKPINK,0.758,0.7070000000000001,0.141,0.674,97.037,0.0,0.0399,76.0,['k-pop']
420,420,Male,18 - 30,2+,3,4,5,4,6,Yes,22,1.0,Call on Me - Ryan Riback Remix,Starley,0.838,0.67,0.159,0.7170000000000001,104.998,0.000611,0.0604,72.0,['aussietronica']
421,421,Male,18 - 30,2+,3,4,5,4,6,Yes,22,1.0,Juju on That Beat (TZ Anthem),"Zay Hilfigerrr, Zayion McCall",0.887,0.807,0.391,0.78,160.517,0.0,0.00381,58.0,[]
422,422,Female,18 - 30,2+,3,4,4,3,4,No,18,1.0,Starboy,The Weeknd,0.5870000000000001,0.679,0.13699999999999998,0.486,186.003,6.35e-06,0.141,84.0,"['dfw rap', 'melodic rap', 'rap']"
423,423,Female,18 - 30,2+,3,4,4,3,4,No,18,1.0,Hymn For The Weekend,Coldplay,0.743,0.49,0.3,0.363,89.97399999999998,7.21e-06,0.255,80.0,"['permanent wave', 'pop']"
424,424,Female,18 - 30,2+,3,4,4,3,4,No,18,1.0,Heathens,Twenty One Pilots,0.396,0.732,0.105,0.5479999999999999,90.024,3.58e-05,0.0841,83.0,"['pop punk', 'rock']"
425,425,Female,18 - 30,2+,4,4,4,3,5,Yes,20,1.0,Waste A Moment,Kings of Leon,0.85,0.436,0.128,0.537,152.644,0.74,0.0008609999999999999,69.0,"['garage rock', 'indie rock', 'modern rock', 'rock']"
426,426,Female,18 - 30,2+,4,4,4,3,5,Yes,20,1.0,Work This Body,WALK THE MOON,0.831,0.421,0.464,0.488,134.02700000000002,0.0,0.0283,61.0,"['indie pop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']"
427,427,Female,18 - 30,2+,4,4,4,3,5,Yes,20,1.0,Something To Believe In,Young the Giant,0.8859999999999999,0.623,0.247,0.7090000000000001,92.021,0.0,0.0245,64.0,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
428,428,Male,18 - 30,1 - 2,5,6,5,6,5,No,27,1.0,To D.R.E.A.M.,Tory Lanez,0.523,0.48,0.14300000000000002,0.0979,137.671,0.0,0.00979,49.0,"['canadian hip hop', 'canadian trap', 'hip hop', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']"
429,429,Male,18 - 30,1 - 2,5,6,5,6,5,No,27,1.0,Exchange,Bryson Tiller,0.433,0.53,0.135,0.274,160.14,0.0,0.108,81.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
430,430,Male,18 - 30,1 - 2,5,6,5,6,5,No,27,1.0,Break From Toronto,PARTYNEXTDOOR,0.6779999999999999,0.596,0.418,0.259,117.066,0.004,0.0199,71.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
431,431,Male,18 - 30,0 - 1,5,4,4,5,6,Yes,24,1.0,Hound Dog,Elvis Presley,0.7559999999999999,0.35700000000000004,0.76,0.95,174.797,0.00505,0.733,72.0,"['christmas', 'rock-and-roll', 'rockabilly']"
432,432,Male,18 - 30,0 - 1,5,4,4,5,6,Yes,24,1.0,Johnny B. Goode,Chuck Berry,0.8059999999999999,0.522,0.313,0.969,168.078,5.479999999999999e-05,0.748,74.0,"['blues-rock', 'christmas', 'classic rock', 'folk rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
433,433,Male,18 - 30,1 - 2,3,4,3,4,5,Yes,19,1.0,Magnify,We Are Messengers,0.7659999999999999,0.5660000000000001,0.117,0.401,139.955,0.0,0.133,54.0,"['ccm', 'christian alternative rock', 'christian music']"
434,434,Male,18 - 30,1 - 2,3,4,3,4,5,Yes,19,1.0,Thy Will,Hillary Scott & The Scott Family,0.506,0.373,0.118,0.123,157.74200000000005,1.03e-06,0.718,56.0,[]
435,435,Male,18 - 30,1 - 2,3,4,3,4,5,Yes,19,1.0,Hallelujah,Leonard Cohen,0.344,0.28,0.133,0.232,171.143,0.00642,0.715,64.0,"['canadian folk', 'folk', 'folk rock', 'folk-pop', 'melancholia', 'permanent wave', 'singer-songwriter', 'traditional folk']"
436,436,Female,18 - 30,1 - 2,2,4,4,3,2,No,15,0.0,Shot of Glory,The Washboard Union,0.921,0.468,0.222,0.913,185.93400000000003,0.0,0.0511,36.0,['canadian country']
437,437,Female,18 - 30,1 - 2,2,4,4,3,2,No,15,0.0,Keep Me In Mind,Zac Brown Band,0.715,0.684,0.181,0.563,96.018,0.0,0.159,57.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
438,438,Female,18 - 30,1 - 2,2,4,4,3,2,No,15,0.0,Footloose,Blake Shelton,0.924,0.52,0.128,0.8440000000000001,173.98,2.31e-06,0.00121,50.0,"['contemporary country', 'country', 'country road']"
439,439,Male,18 - 30,2+,6,5,6,6,6,No,29,1.0,Candyman,Zedd,0.875,0.573,0.35600000000000004,0.235,149.974,0.0,0.0232,64.0,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
440,440,Male,18 - 30,2+,6,5,6,6,6,No,29,1.0,Spectrum,Zedd,0.8009999999999999,0.609,0.127,0.407,129.99,0.00349,0.0137,64.0,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
441,441,Female,18 - 30,1 - 2,5,4,4,4,5,No,22,1.0,Ocean Eyes - Astronomyy Remix,Billie Eilish,0.481,0.594,0.0939,0.0671,144.941,0.0126,0.629,63.0,"['art pop', 'electropop', 'pop']"
442,442,Female,18 - 30,1 - 2,5,4,4,4,5,No,22,1.0,Girls Your Age,Transviolet,0.398,0.4270000000000001,0.0903,0.114,139.249,0.00479,0.453,57.0,"['dance pop', 'electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'vapor soul']"
443,443,Female,18 - 30,1 - 2,5,4,4,4,5,No,22,1.0,dRuNk,ZAYN,0.597,0.643,0.107,0.375,119.827,9.9e-06,0.509,61.0,"['dance pop', 'pop', 'post-teen pop']"
444,444,Female,18 - 30,0 - 1,1,3,2,2,2,No,10,0.0,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0.0,0.0513,84.0,"['dance pop', 'pop', 'post-teen pop']"
445,445,Female,18 - 30,0 - 1,1,3,2,2,2,No,10,0.0,Cold Water (feat. Justin Bieber & MØ),Major Lazer,0.7979999999999999,0.608,0.156,0.501,92.943,0.0,0.0736,61.0,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
446,446,Female,18 - 30,0 - 1,1,3,2,2,2,No,10,0.0,Let Me Love You,DJ Snake,0.716,0.649,0.135,0.163,99.988,2.63e-05,0.0863,82.0,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
447,447,Female,18 - 30,1 - 2,3,3,4,4,4,No,18,1.0,Doraemon no Uta (Orchestral Anime Soundtrack),The Robotic Cats,0.21600000000000005,0.508,0.125,0.615,120.966,0.887,0.221,19.0,[]
448,448,Female,18 - 30,1 - 2,3,3,4,4,4,No,18,1.0,Harry Potter Theme,"John Williams, Hollywood Studio Orchestra",0.232,0.131,0.0935,0.0393,178.208,0.774,0.952,42.0,"['post-romantic era', 'ukrainian classical']"
449,449,Female,18 - 30,1 - 2,3,3,4,4,4,No,18,1.0,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,0.247,0.585,0.107,0.591,127.15,8.85e-06,0.452,69.0,"['adult standards', 'christmas', 'easy listening', 'lounge']"
450,450,Male,18 - 30,2+,3,3,2,2,4,No,14,0.0,sweet sweet,Travis Scott,0.578,0.733,0.403,0.447,142.028,1.19e-06,0.0859,67.0,"['pop', 'pop rap', 'rap']"
451,451,Male,18 - 30,2+,3,3,2,2,4,No,14,0.0,Roses,SAINt JHN,0.5,0.782,0.133,0.281,102.001,2.05e-05,0.342,66.0,"['indie r&b', 'rap', 'trap music', 'trap soul', 'underground hip hop']"
452,452,Male,18 - 30,2+,3,3,2,2,4,No,14,0.0,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",ASAP Mob,0.629,0.755,0.126,0.591,143.083,0.0,0.32,52.0,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
453,453,Female,30+,1 - 2,5,5,5,5,6,No,26,1.0,Into You,Ariana Grande,0.7340000000000001,0.623,0.145,0.3720000000000001,107.853,1.9e-06,0.0162,83.0,"['dance pop', 'pop', 'post-teen pop']"
454,454,Female,30+,1 - 2,5,5,5,5,6,No,26,1.0,Kiss It Better (Originally Performed By Rhianna),Sunfly Karaoke,0.418,0.484,0.0625,0.542,190.237,0.408,0.0021100000000000003,1.0,['karaoke']
455,455,Male,18 - 30,1 - 2,3,4,4,3,5,No,19,1.0,Recognize (feat. Drake),PARTYNEXTDOOR,0.541,0.643,0.102,0.165,119.501,0.0,0.0102,69.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
456,456,Male,18 - 30,1 - 2,3,4,4,3,5,No,19,1.0,through the late night,Travis Scott,0.589,0.7440000000000001,0.119,0.242,127.051,0.0,0.36,72.0,"['pop', 'pop rap', 'rap']"
457,457,Male,18 - 30,1 - 2,3,4,4,3,5,No,19,1.0,LUV,Tory Lanez,0.528,0.539,0.117,0.252,190.169,0.0,0.0108,71.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
458,458,Female,17 & Under,2+,3,3,5,2,6,No,19,1.0,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.7829999999999999,0.0983,0.418,100.047,0.0,0.343,69.0,"['pop', 'pop rock']"
459,459,Female,17 & Under,2+,3,3,5,2,6,No,19,1.0,All We Know,The Chainsmokers,0.586,0.662,0.115,0.29600000000000004,90.0,0.00272,0.097,75.0,"['edm', 'electropop', 'pop', 'tropical house']"
460,460,Female,18 - 30,1 - 2,3,2,2,5,5,No,17,1.0,Singing Low,The Fray,0.593,0.527,0.11,0.28300000000000003,90.167,0.000182,0.413,51.0,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
461,461,Female,18 - 30,1 - 2,3,2,2,5,5,No,17,1.0,Stranger Things (feat. OneRepublic),Kygo,0.6609999999999999,0.604,0.0951,0.506,107.016,0.0,0.234,74.0,"['edm', 'pop', 'tropical house']"
462,462,Male,18 - 30,1 - 2,3,5,0,5,4,No,17,1.0,'O Sole Mio - Live,Luciano Pavarotti,0.264,0.297,0.7,0.247,62.074,1.4e-05,0.943,44.0,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
463,463,Male,18 - 30,1 - 2,3,5,0,5,4,No,17,1.0,Tennessee Whiskey,Chris Stapleton,0.37,0.392,0.0821,0.512,48.718,0.0096,0.205,78.0,['contemporary country']
464,464,Male,18 - 30,1 - 2,3,5,0,5,4,No,17,1.0,Mirrors,Justin Timberlake,0.512,0.574,0.0946,0.512,76.899,0.0,0.234,67.0,"['dance pop', 'pop']"
465,465,Female,18 - 30,2+,3,5,2,5,4,Yes,19,1.0,Ain't No Other Man,Christina Aguilera,0.742,0.862,0.103,0.511,127.91,0.00855,0.00376,64.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
466,466,Female,18 - 30,2+,3,5,2,5,4,Yes,19,1.0,Rap God,Eminem,0.843,0.708,0.799,0.625,148.14,0.0,0.397,81.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
467,467,Male,18 - 30,2+,5,5,4,6,5,No,25,1.0,Congratulations,Post Malone,0.804,0.63,0.253,0.4920000000000001,123.146,0.0,0.215,88.0,"['pop', 'rap']"
468,468,Male,18 - 30,2+,5,5,4,6,5,No,25,1.0,Love$ick (feat. A$AP Rocky),Mura Masa,0.763,0.625,0.214,0.721,88.75299999999999,0.0106,0.147,75.0,"['edm', 'vapor soul']"
469,469,Male,18 - 30,2+,5,5,4,6,5,No,25,1.0,Used to This,Future,0.727,0.618,0.196,0.401,164.99200000000005,0.0,0.0312,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
470,470,Male,18 - 30,0 - 1,3,6,6,6,6,Yes,27,1.0,Vivir Mi Vida,Marc Anthony,0.877,0.655,0.349,0.893,105.017,0.0,0.344,75.0,"['latin', 'latin pop', 'salsa', 'tropical']"
471,471,Male,18 - 30,0 - 1,3,6,6,6,6,Yes,27,1.0,In The End,Linkin Park,0.853,0.542,0.108,0.37,105.256,0.0,0.0103,85.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
472,472,Male,18 - 30,0 - 1,3,6,6,6,6,Yes,27,1.0,Sing For The Moment,Eminem,0.81,0.664,0.0559,0.162,164.05200000000005,1.62e-06,0.00196,74.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
473,473,Male,18 - 30,2+,5,6,4,6,4,Yes,25,1.0,guidance,Travis Scott,0.753,0.7020000000000001,0.41,0.453,139.98,1.38e-06,0.0609,63.0,"['pop', 'pop rap', 'rap']"
474,474,Male,18 - 30,2+,5,6,4,6,4,Yes,25,1.0,March Madness,Future,0.6609999999999999,0.406,0.101,0.335,180.206,0.0,0.173,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
475,475,Male,18 - 30,2+,5,6,4,6,4,Yes,25,1.0,Tiimmy Turner,Desiigner,0.725,0.602,0.0786,0.304,122.803,0.0,0.174,76.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
476,476,Female,18 - 30,2+,5,4,5,3,4,Yes,21,1.0,Electric Body,A$AP Rocky,0.598,0.897,0.0646,0.528,119.966,0.0014,0.4920000000000001,65.0,"['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']"
477,477,Female,18 - 30,2+,5,4,5,3,4,Yes,21,1.0,Big Body,"ScHoolboy Q, Tha Dogg Pound",0.949,0.944,0.348,0.763,116.012,0.0,0.0724,44.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
478,478,Female,18 - 30,2+,5,4,5,3,4,Yes,21,1.0,m.A.A.d city,Kendrick Lamar,0.7290000000000001,0.487,0.44,0.217,91.048,4.07e-06,0.0538,67.0,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
