,Unnamed: 0,Unnamed: 0.1,id,songs,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
526,589,589,196,Cold water justin beiber,Cold Water (feat. Justin Bieber & MØ),Major Lazer,0.798,0.608,0.156,0.501,92.943,0.0,0.0736,61.0,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
527,590,590,196,Let you down justin beiber,Let Me Love You,DJ Snake,0.716,0.649,0.135,0.163,99.988,2.63e-05,0.0863,82.0,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']"
528,592,592,197,harry potter sound tracks,Harry Potter Theme,"John Williams, Hollywood Studio Orchestra",0.232,0.131,0.0935,0.0393,178.208,0.774,0.952,42.0,"['post-romantic era', 'ukrainian classical']"
529,596,596,198,crazy brazy asap rocky and friends,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",ASAP Mob,0.629,0.755,0.126,0.591,143.083,0.0,0.32,52.0,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']"
530,609,609,203,O Sole Mio Pavarotti ft. Bryan Adams,'O Sole Mio - Live,Luciano Pavarotti,0.264,0.297,0.7,0.247,62.074,1.4e-05,0.943,44.0,"['classical', 'italian opera', 'italian romanticism', 'post-romantic era']"
531,612,612,204,Stay High cover Theory of a Deadman,Stay High (cover),Theory of a Deadman,,,,,,,,,
532,613,613,204,Ain't No Other Man But You Christina Aguilera ,Ain't No Other Man,Christina Aguilera,0.742,0.862,0.103,0.511,127.91,0.00855,0.00376,64.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
533,625,625,208,Big Body School Boy Q,Big Body,"ScHoolboy Q, Tha Dogg Pound",0.949,0.944,0.348,0.763,116.012,0.0,0.0724,44.0,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
534,640,640,213,Flex your way out of here sofi de la torre,Flex Your Way Out,"Sofi de la Torre, blackbear",0.453,0.61,0.122,0.305,85.974,3.04e-06,0.469,39.0,[]
535,646,646,215,I need a minute Imagine Dragons,I Need a Minute,Imagine Dragons,0.707,0.526,0.335,0.263,145.021,0.000506,0.000464,38.0,"['modern rock', 'pop', 'rock']"
536,650,650,216,Mr. Greives the pixies,Mr. Grieves,Pixies,0.467,0.529,0.12,0.666,112.294,0.00309,0.0372,52.0,"['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']"
537,655,655,218,Work out jcole,Work Out,J. Cole,0.427,0.831,0.307,0.216,93.004,0.0,0.0531,81.0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
538,665,665,221,Una Mattina Ludovico Einauri,Una Mattina,Ludovico Einaudi,0.0297,0.231,0.0742,0.07,131.413,0.878,0.991,70.0,"['bow pop', 'compositional ambient', 'neo-classical']"
539,679,679,226,Unleshed Roy woods ,Unleashed,Roy Woods,0.613,0.742,0.113,0.0996,101.988,0.0,0.00683,36.0,"['canadian contemporary r&b', 'canadian hip hop', 'pop rap', 'r&b', 'trap', 'trap soul']"
540,681,681,227,Litty Meek Mill (Drake trash),Litty (feat. Tory Lanez),"Meek Mill, Sound M.O.B.",0.701,0.592,0.327,0.282,129.501,0.0,0.0451,63.0,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
541,682,682,227,Do it Myself Russ (Drake still trash),Do It Myself,Russ,0.558,0.831,0.094,0.338,141.974,0.0,0.018,60.0,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
542,683,683,227,What They Want Russ (TSwift more trash than Drake),What They Want,Russ,0.404,0.71,0.0953,0.398,139.553,0.0,0.484,73.0,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
543,688,688,229,Ba Justin beiber,Baby,"Justin Bieber, Ludacris",0.859,0.728,0.111,0.535,65.043,0.0,0.0401,79.0,['australian hip hop']
544,690,690,230,When I see you again Charlie Puth,See You Again (feat. Charlie Puth),Wiz Khalifa,0.481,0.689,0.0649,0.283,80.025,1.03e-06,0.369,81.0,"['pop', 'pop rock']"
545,694,694,231,Son of man Phil Colins,Son of Man,Phil Collins,0.853,0.642,0.361,0.694,141.663,0.00035,0.041,56.0,"['mellow gold', 'rock drums', 'soft rock']"
